pclass,survived,sex,age,sibsp,parch,fare,embarked
3,no,male,35.0,0,0,7.05,S
3,no,male,5.0,4,2,31.3875,S
3,no,male,9.0,4,2,31.3875,S
3,yes,male,3.0,4,2,31.3875,S
3,no,male,13.0,4,2,31.3875,S
3,yes,female,5.0,4,2,31.3875,S
3,no,male,40.0,1,5,31.3875,S
3,yes,male,23.0,0,0,7.7958,S
3,yes,female,38.0,1,5,31.3875,S
3,yes,female,45.0,0,0,7.225,C
3,no,male,21.0,0,0,7.225,C
3,no,male,23.0,0,0,7.05,S
3,no,female,17.0,0,0,14.4583,C
3,no,male,30.0,0,0,7.225,C
3,no,male,23.0,0,0,7.8542,S
3,yes,female,13.0,0,0,7.2292,C
3,no,male,20.0,0,0,7.225,C
3,no,male,32.0,1,0,15.85,S
3,yes,female,33.0,3,0,15.85,S
3,yes,female,0.75,2,1,19.2583,C
3,yes,female,0.75,2,1,19.2583,C
3,yes,female,5.0,2,1,19.2583,C
3,yes,female,24.0,0,3,19.2583,C
3,yes,female,18.0,0,0,8.05,S
3,no,male,40.0,0,0,7.225,C
3,no,male,26.0,0,0,7.8958,S
3,yes,male,20.0,0,0,7.2292,C
3,no,female,18.0,0,1,14.4542,C
3,no,female,45.0,0,1,14.4542,C
3,no,female,27.0,0,0,7.8792,Q
3,no,male,22.0,0,0,8.05,S
3,no,male,19.0,0,0,8.05,S
3,no,male,26.0,0,0,7.775,S
3,no,male,22.0,0,0,9.35,S
3,no,male,,0,0,7.2292,C
3,no,male,20.0,0,0,4.0125,C
3,yes,male,32.0,0,0,56.4958,S
3,no,male,21.0,0,0,7.775,S
3,no,male,18.0,0,0,7.75,S
3,no,male,26.0,0,0,7.8958,S
3,no,male,6.0,1,1,15.2458,C
3,no,female,9.0,1,1,15.2458,C
3,no,male,,0,0,7.225,C
3,no,female,,0,2,15.2458,C
3,no,female,,0,2,7.75,Q
3,no,male,40.0,1,1,15.5,Q
3,no,female,32.0,1,1,15.5,Q
3,no,male,21.0,0,0,16.1,S
3,yes,female,22.0,0,0,7.725,Q
3,no,female,20.0,0,0,7.8542,S
3,no,male,29.0,1,0,7.0458,S
3,no,male,22.0,1,0,7.25,S
3,no,male,22.0,0,0,7.7958,S
3,no,male,35.0,0,0,8.05,S
3,no,female,18.5,0,0,7.2833,Q
3,yes,male,21.0,0,0,7.8208,Q
3,no,male,19.0,0,0,6.75,Q
3,no,female,18.0,0,0,7.8792,Q
3,no,female,21.0,0,0,8.6625,S
3,no,female,30.0,0,0,8.6625,S
3,no,male,18.0,0,0,8.6625,S
3,no,male,38.0,0,0,8.6625,S
3,no,male,17.0,0,0,8.6625,S
3,no,male,17.0,0,0,8.6625,S
3,no,female,21.0,0,0,7.75,Q
3,no,male,21.0,0,0,7.75,Q
3,no,male,21.0,0,0,8.05,S
3,no,male,,1,0,14.4583,C
3,no,female,,1,0,14.4583,C
3,no,male,28.0,0,0,7.7958,S
3,no,male,24.0,0,0,7.8542,S
3,yes,female,16.0,0,0,7.75,Q
3,no,female,37.0,0,0,7.75,Q
3,no,male,28.0,0,0,7.25,S
3,no,male,24.0,0,0,8.05,S
3,no,male,21.0,0,0,7.7333,Q
3,yes,male,32.0,0,0,56.4958,S
3,no,male,29.0,0,0,8.05,S
3,no,male,26.0,1,0,14.4542,C
3,no,male,18.0,1,0,14.4542,C
3,no,male,20.0,0,0,7.05,S
3,yes,male,18.0,0,0,8.05,S
3,no,male,24.0,0,0,7.25,Q
3,no,male,36.0,0,0,7.4958,S
3,no,male,24.0,0,0,7.4958,S
3,no,male,31.0,0,0,7.7333,Q
3,no,male,31.0,0,0,7.75,Q
3,yes,female,22.0,0,0,7.75,Q
3,no,female,30.0,0,0,7.6292,Q
3,no,male,70.5,0,0,7.75,Q
3,no,male,43.0,0,0,8.05,S
3,no,male,35.0,0,0,7.8958,S
3,no,male,27.0,0,0,7.8958,S
3,no,male,19.0,0,0,7.8958,S
3,no,male,30.0,0,0,8.05,S
3,yes,male,9.0,1,1,15.9,S
3,yes,male,3.0,1,1,15.9,S
3,yes,female,36.0,0,2,15.9,S
3,no,male,59.0,0,0,7.25,S
3,no,male,19.0,0,0,8.1583,S
3,yes,female,17.0,0,1,16.1,S
3,no,male,44.0,0,1,16.1,S
3,no,male,17.0,0,0,8.6625,S
3,no,male,22.5,0,0,7.225,C
3,yes,male,45.0,0,0,8.05,S
3,no,female,22.0,0,0,10.5167,S
3,no,male,19.0,0,0,10.1708,S
3,yes,female,30.0,0,0,6.95,Q
3,yes,male,29.0,0,0,7.75,Q
3,no,male,0.3333,0,2,14.4,S
3,no,male,34.0,1,1,14.4,S
3,no,female,28.0,1,1,14.4,S
3,no,male,27.0,0,0,7.8958,S
3,no,male,25.0,0,0,7.8958,S
3,no,male,24.0,2,0,24.15,S
3,no,male,22.0,0,0,8.05,S
3,no,male,21.0,2,0,24.15,S
3,no,male,17.0,2,0,8.05,S
3,no,male,,1,0,16.1,S
3,yes,female,,1,0,16.1,S
3,yes,male,36.5,1,0,17.4,S
3,yes,female,36.0,1,0,17.4,S
3,yes,male,30.0,0,0,9.5,S
3,no,male,16.0,0,0,9.5,S
3,yes,male,1.0,1,2,20.575,S
3,yes,female,0.1667,1,2,20.575,S
3,no,male,26.0,1,2,20.575,S
3,yes,female,33.0,1,2,20.575,S
3,no,male,25.0,0,0,7.8958,S
3,no,male,,0,0,7.8958,S
3,no,male,,0,0,7.8958,S
3,no,male,22.0,0,0,7.25,S
3,no,male,36.0,0,0,7.25,S
3,yes,female,19.0,0,0,7.8792,Q
3,no,male,17.0,0,0,7.8958,S
3,no,male,42.0,0,0,8.6625,S
3,no,male,43.0,0,0,7.8958,S
3,no,male,,0,0,7.2292,C
3,no,male,32.0,0,0,7.75,Q
3,yes,male,19.0,0,0,8.05,S
3,yes,female,30.0,0,0,12.475,S
3,no,female,24.0,0,0,7.75,Q
3,yes,female,23.0,0,0,8.05,S
3,no,male,33.0,0,0,7.8958,C
3,no,male,65.0,0,0,7.75,Q
3,yes,male,24.0,0,0,7.55,S
3,no,male,23.0,1,0,13.9,S
3,yes,female,22.0,1,0,13.9,S
3,no,male,18.0,0,0,7.775,S
3,no,male,16.0,0,0,7.775,S
3,no,male,45.0,0,0,6.975,S
3,no,male,,0,0,7.225,C
3,no,male,39.0,0,2,7.2292,C
3,no,male,17.0,1,1,7.2292,C
3,no,male,15.0,1,1,7.2292,C
3,no,male,47.0,0,0,7.25,S
3,yes,female,5.0,0,0,12.475,S
3,no,male,,0,0,7.225,C
3,no,male,40.5,0,0,15.1,S
3,no,male,40.5,0,0,7.75,Q
3,yes,male,,0,0,7.05,S
3,no,male,18.0,0,0,7.7958,S
3,no,female,,0,0,7.75,Q
3,no,male,,0,0,7.75,Q
3,no,male,,0,0,6.95,Q
3,no,male,26.0,0,0,7.8792,Q
3,no,male,,0,0,7.75,Q
3,yes,male,,0,0,56.4958,S
3,no,female,21.0,2,2,34.375,S
3,no,female,9.0,2,2,34.375,S
3,no,male,,0,0,8.05,S
3,no,male,18.0,2,2,34.375,S
3,no,male,16.0,1,3,34.375,S
3,no,female,48.0,1,3,34.375,S
3,no,male,,0,0,7.75,Q
3,no,male,,0,0,7.25,S
3,no,male,25.0,0,0,7.7417,Q
3,no,male,,0,0,14.5,S
3,no,male,,0,0,7.8958,C
3,no,male,22.0,0,0,8.05,S
3,yes,female,16.0,0,0,7.7333,Q
3,yes,female,,0,0,7.75,Q
3,yes,male,9.0,0,2,20.525,S
3,no,male,33.0,1,1,20.525,S
3,no,male,41.0,0,0,7.85,S
3,yes,female,31.0,1,1,20.525,S
3,no,male,38.0,0,0,7.05,S
3,no,male,9.0,5,2,46.9,S
3,no,male,1.0,5,2,46.9,S
3,no,male,11.0,5,2,46.9,S
3,no,female,10.0,5,2,46.9,S
3,no,female,16.0,5,2,46.9,S
3,no,male,14.0,5,2,46.9,S
3,no,male,40.0,1,6,46.9,S
3,no,female,43.0,1,6,46.9,S
3,no,male,51.0,0,0,8.05,S
3,no,male,32.0,0,0,8.3625,S
3,no,male,,0,0,8.05,S
3,no,male,20.0,0,0,9.8458,S
3,no,male,37.0,2,0,7.925,S
3,no,male,28.0,2,0,7.925,S
3,no,male,19.0,0,0,7.775,S
3,no,female,24.0,0,0,8.85,S
3,no,female,17.0,0,0,7.7333,Q
3,no,male,,1,0,19.9667,S
3,no,male,,1,0,19.9667,S
3,no,male,28.0,1,0,15.85,S
3,yes,female,24.0,1,0,15.85,S
3,no,male,20.0,0,0,9.5,S
3,no,male,23.5,0,0,7.2292,C
3,no,male,41.0,2,0,14.1083,S
3,no,male,26.0,1,0,7.8542,S
3,no,male,21.0,0,0,7.8542,S
3,yes,female,45.0,1,0,14.1083,S
3,no,female,,0,0,7.55,S
3,no,male,25.0,0,0,7.25,S
3,no,male,,0,0,6.8583,Q
3,no,male,11.0,0,0,18.7875,C
3,yes,female,,0,0,7.75,Q
3,yes,male,27.0,0,0,6.975,S
3,yes,male,,0,0,56.4958,S
3,no,female,18.0,0,0,6.75,Q
3,yes,female,26.0,0,0,7.925,S
3,no,female,23.0,0,0,7.925,S
3,yes,female,22.0,0,0,8.9625,S
3,no,male,28.0,0,0,7.8958,S
3,no,female,28.0,0,0,7.775,S
3,no,female,,0,0,7.75,Q
3,yes,female,2.0,0,1,12.2875,S
3,yes,female,22.0,1,1,12.2875,S
3,no,male,43.0,0,0,6.45,S
3,no,male,28.0,0,0,22.525,S
3,yes,female,27.0,0,0,7.925,S
3,no,male,,0,0,7.75,Q
3,yes,female,,0,0,8.05,S
3,no,male,42.0,0,0,7.65,S
3,yes,male,,0,0,7.8875,S
3,no,male,30.0,0,0,7.2292,C
3,no,male,,0,0,7.8958,S
3,no,female,27.0,1,0,7.925,S
3,no,female,25.0,1,0,7.925,S
3,no,male,,0,0,7.8958,S
3,yes,male,29.0,0,0,7.8958,C
3,yes,male,21.0,0,0,7.7958,S
3,no,male,,0,0,7.05,S
3,no,male,20.0,0,0,7.8542,S
3,no,male,48.0,0,0,7.8542,S
3,no,male,17.0,1,0,7.0542,S
3,yes,female,,0,0,7.75,Q
3,yes,male,,0,0,8.1125,S
3,no,male,34.0,0,0,6.4958,S
3,yes,male,26.0,0,0,7.775,S
3,no,male,22.0,0,0,7.7958,S
3,no,male,33.0,0,0,8.6542,S
3,no,male,31.0,0,0,7.775,S
3,no,male,29.0,0,0,7.8542,S
3,yes,male,4.0,1,1,11.1333,S
3,yes,female,1.0,1,1,11.1333,S
3,no,male,49.0,0,0,0.0,S
3,no,male,33.0,0,0,7.775,S
3,no,male,19.0,0,0,0.0,S
3,yes,female,27.0,0,2,11.1333,S
3,no,male,,1,2,23.45,S
3,no,female,,1,2,23.45,S
3,no,male,,1,2,23.45,S
3,no,female,,1,2,23.45,S
3,no,male,23.0,0,0,7.8958,S
3,yes,male,32.0,0,0,7.8542,S
3,no,male,27.0,0,0,7.8542,S
3,no,female,20.0,1,0,9.825,S
3,no,female,21.0,1,0,9.825,S
3,yes,male,32.0,0,0,7.925,S
3,no,male,17.0,0,0,7.125,S
3,no,male,21.0,0,0,8.4333,S
3,no,male,30.0,0,0,7.8958,S
3,yes,male,21.0,0,0,7.7958,S
3,no,male,33.0,0,0,7.8542,S
3,no,male,22.0,0,0,7.5208,S
3,yes,female,4.0,0,1,13.4167,C
3,yes,male,39.0,0,1,13.4167,C
3,no,male,,0,0,7.2292,C
3,no,male,18.5,0,0,7.2292,C
3,no,male,,0,0,7.75,Q
3,no,male,,0,0,7.25,S
3,yes,female,,0,0,7.75,Q
3,yes,female,,0,0,7.75,Q
3,no,male,34.5,0,0,7.8292,Q
3,no,male,44.0,0,0,8.05,S
3,yes,male,,0,0,7.75,Q
3,no,male,,1,0,14.4542,C
3,no,female,,1,0,14.4542,C
3,no,male,,1,0,7.75,Q
3,no,male,,1,0,7.75,Q
3,no,male,,0,0,7.7375,Q
3,no,female,22.0,2,0,8.6625,S
3,no,male,26.0,2,0,8.6625,S
3,yes,female,4.0,0,2,22.025,S
3,yes,male,29.0,3,1,22.025,S
3,yes,female,26.0,1,1,22.025,S
3,no,female,1.0,1,1,12.1833,S
3,no,male,18.0,1,1,7.8542,S
3,no,female,36.0,0,2,12.1833,S
3,no,male,,0,0,7.8958,C
3,yes,male,25.0,0,0,7.2292,C
3,no,male,,0,0,7.225,C
3,no,female,37.0,0,0,9.5875,S
3,no,male,,0,0,7.8958,S
3,yes,male,,0,0,56.4958,S
3,no,male,,0,0,56.4958,S
3,yes,female,22.0,0,0,7.25,S
3,no,male,,0,0,7.75,Q
3,yes,male,26.0,0,0,56.4958,S
3,no,male,29.0,0,0,9.4833,S
3,no,male,29.0,0,0,7.775,S
3,no,male,22.0,0,0,7.775,S
3,yes,male,22.0,0,0,7.225,C
3,no,male,,3,1,25.4667,S
3,no,female,,3,1,25.4667,S
3,no,female,,3,1,25.4667,S
3,no,female,,3,1,25.4667,S
3,no,female,,0,4,25.4667,S
3,no,male,32.0,0,0,7.925,S
3,no,male,34.5,0,0,6.4375,C
3,no,female,,1,0,15.5,Q
3,no,male,,1,0,15.5,Q
3,no,male,36.0,0,0,0.0,S
3,no,male,39.0,0,0,24.15,S
3,no,male,24.0,0,0,9.5,S
3,no,female,25.0,0,0,7.775,S
3,no,female,45.0,0,0,7.75,S
3,no,male,36.0,1,0,15.55,S
3,no,female,30.0,1,0,15.55,S
3,yes,male,20.0,1,0,7.925,S
3,no,male,,0,0,7.8792,Q
3,no,male,28.0,0,0,56.4958,S
3,no,male,,0,0,7.55,S
3,no,male,30.0,1,0,16.1,S
3,no,female,26.0,1,0,16.1,S
3,no,male,,0,0,7.8792,S
3,no,male,20.5,0,0,7.25,S
3,yes,male,27.0,0,0,8.6625,S
3,no,male,51.0,0,0,7.0542,S
3,yes,female,23.0,0,0,7.8542,S
3,yes,male,32.0,0,0,7.5792,S
3,no,male,,0,0,7.8958,S
3,no,male,,0,0,7.55,S
3,yes,female,,0,0,7.75,Q
3,yes,male,24.0,0,0,7.1417,S
3,no,male,22.0,0,0,7.125,S
3,no,female,,0,0,7.8792,Q
3,no,male,,0,0,7.75,Q
3,no,male,,0,0,8.05,S
3,no,male,29.0,0,0,7.925,S
3,yes,male,,0,0,7.2292,C
3,no,female,30.5,0,0,7.75,Q
3,yes,female,,0,0,7.7375,Q
3,no,male,,0,0,7.2292,C
3,no,male,35.0,0,0,7.8958,C
3,no,male,33.0,0,0,7.8958,S
3,yes,female,,0,0,7.225,C
3,no,male,,0,0,7.8958,C
3,yes,female,,0,0,7.75,Q
3,yes,male,,0,0,7.75,Q
3,yes,female,,2,0,23.25,Q
3,yes,female,,2,0,23.25,Q
3,yes,male,,2,0,23.25,Q
3,yes,female,,0,0,7.7875,Q
3,no,male,,0,0,15.5,Q
3,yes,female,,0,0,7.8792,Q
3,yes,female,15.0,0,0,8.0292,Q
3,no,female,35.0,0,0,7.75,Q
3,no,male,,0,0,7.75,Q
3,no,male,24.0,1,0,16.1,S
3,no,female,19.0,1,0,16.1,S
3,no,female,,0,0,7.75,Q
3,no,female,,0,0,8.05,S
3,no,female,,0,0,8.05,S
3,no,male,55.5,0,0,8.05,S
3,no,male,,0,0,7.75,Q
3,yes,male,21.0,0,0,7.775,S
3,no,male,,0,0,8.05,S
3,no,male,24.0,0,0,7.8958,S
3,no,male,21.0,0,0,7.8958,S
3,no,male,28.0,0,0,7.8958,S
3,no,male,,0,0,7.8958,S
3,yes,female,,0,0,7.8792,Q
3,no,male,25.0,0,0,7.65,S
3,yes,male,6.0,0,1,12.475,S
3,yes,female,27.0,0,1,12.475,S
3,no,male,,0,0,8.05,S
3,yes,female,,1,0,24.15,Q
3,no,male,,1,0,24.15,Q
3,no,male,,0,0,8.4583,Q
3,no,male,34.0,0,0,8.05,S
3,no,male,,0,0,7.75,Q
3,yes,male,,0,0,7.775,S
3,yes,male,,1,1,15.2458,C
3,yes,male,,1,1,15.2458,C
3,yes,female,,0,2,15.2458,C
3,yes,female,,0,0,7.2292,C
3,no,male,,0,0,8.05,S
3,yes,female,,0,0,7.7333,Q
3,yes,female,24.0,0,0,7.75,Q
3,no,male,,0,0,8.05,S
3,yes,female,,1,0,15.5,Q
3,yes,female,,1,0,15.5,Q
3,yes,female,,0,0,15.5,Q
3,no,male,18.0,0,0,7.75,S
3,no,male,22.0,0,0,7.8958,S
3,yes,female,15.0,0,0,7.225,C
3,yes,female,1.0,0,2,15.7417,C
3,yes,male,20.0,1,1,15.7417,C
3,yes,female,19.0,1,1,15.7417,C
3,no,male,33.0,0,0,8.05,S
3,no,male,,0,0,7.8958,S
3,no,male,,0,0,7.2292,C
3,no,female,,0,0,7.75,Q
3,no,male,,0,0,7.8958,S
3,yes,male,12.0,1,0,11.2417,C
3,yes,female,14.0,1,0,11.2417,C
3,no,female,29.0,0,0,7.925,S
3,no,male,28.0,0,0,8.05,S
3,yes,female,18.0,0,0,7.775,S
3,yes,female,26.0,0,0,7.8542,S
3,no,male,21.0,0,0,7.8542,S
3,no,male,41.0,0,0,7.125,S
3,yes,male,39.0,0,0,7.925,S
3,no,male,21.0,0,0,7.8,S
3,no,male,28.5,0,0,7.2292,C
3,yes,female,22.0,0,0,7.75,S
3,no,male,61.0,0,0,6.2375,S
3,no,male,,1,0,15.5,Q
3,no,male,,0,0,7.8292,Q
3,yes,female,,1,0,15.5,Q
3,no,male,,0,0,7.7333,Q
3,no,male,,0,0,7.75,Q
3,no,male,,0,0,7.75,Q
3,no,male,23.0,0,0,9.225,S
3,no,female,,0,0,7.75,Q
3,yes,female,,0,0,7.75,Q
3,yes,female,,0,0,7.8792,Q
3,yes,female,22.0,0,0,7.775,S
3,yes,male,,0,0,7.75,Q
3,yes,female,,0,0,7.8292,Q
3,yes,male,9.0,0,1,3.1708,S
3,no,male,28.0,0,0,22.525,S
3,no,male,42.0,0,1,8.4042,S
3,no,male,,0,0,7.3125,S
3,no,female,31.0,0,0,7.8542,S
3,no,male,28.0,0,0,7.8542,S
3,yes,male,32.0,0,0,7.775,S
3,no,male,20.0,0,0,9.225,S
3,no,female,23.0,0,0,8.6625,S
3,no,female,20.0,0,0,8.6625,S
3,no,male,20.0,0,0,8.6625,S
3,no,male,16.0,0,0,9.2167,S
3,yes,female,31.0,0,0,8.6833,S
3,no,female,,0,0,7.6292,Q
3,no,male,2.0,3,1,21.075,S
3,no,male,6.0,3,1,21.075,S
3,no,female,3.0,3,1,21.075,S
3,no,female,8.0,3,1,21.075,S
3,no,female,29.0,0,4,21.075,S
3,no,male,1.0,4,1,39.6875,S
3,no,male,7.0,4,1,39.6875,S
3,no,male,2.0,4,1,39.6875,S
3,no,male,16.0,4,1,39.6875,S
3,no,male,14.0,4,1,39.6875,S
3,no,female,41.0,0,5,39.6875,S
3,no,male,21.0,0,0,8.6625,S
3,no,male,19.0,0,0,14.5,S
3,no,male,,0,0,8.7125,C
3,no,male,32.0,0,0,7.8958,S
3,no,male,0.75,1,1,13.775,S
3,no,female,3.0,1,1,13.775,S
3,no,female,26.0,0,2,13.775,S
3,no,male,,0,0,7.0,S
3,no,male,,0,0,7.775,S
3,no,male,,0,0,8.05,S
3,no,male,21.0,0,0,7.925,S
3,no,male,25.0,0,0,7.925,S
3,no,male,22.0,0,0,7.25,S
3,yes,male,25.0,1,0,7.775,S
3,yes,male,,1,1,22.3583,C
3,yes,female,,1,1,22.3583,C
3,yes,female,,0,2,22.3583,C
3,no,female,,0,0,8.1375,Q
3,no,male,24.0,0,0,8.05,S
3,no,female,28.0,0,0,7.8958,S
3,no,male,19.0,0,0,7.8958,S
3,no,male,,0,0,7.8958,S
3,no,male,25.0,1,0,7.775,S
3,no,female,18.0,0,0,7.775,S
3,yes,male,32.0,0,0,8.05,S
3,no,male,,0,0,7.8958,S
3,no,male,17.0,0,0,8.6625,S
3,no,male,24.0,0,0,8.6625,S
3,no,male,,0,0,7.8958,S
3,no,female,,0,0,8.1125,S
3,no,male,,0,0,7.2292,C
3,no,male,,0,0,7.25,S
3,no,male,38.0,0,0,7.8958,S
3,no,male,21.0,0,0,8.05,S
3,no,male,10.0,4,1,29.125,Q
3,no,male,4.0,4,1,29.125,Q
3,no,male,7.0,4,1,29.125,Q
3,no,male,2.0,4,1,29.125,Q
3,no,male,8.0,4,1,29.125,Q
3,no,female,39.0,0,5,29.125,Q
3,no,female,22.0,0,0,39.6875,S
3,no,male,35.0,0,0,7.125,S
3,yes,female,,0,0,7.7208,Q
3,no,male,,0,0,14.5,S
3,no,female,,0,0,14.5,S
3,no,male,50.0,1,0,14.5,S
3,no,female,47.0,1,0,14.5,S
3,no,male,,0,0,8.05,S
3,no,male,,0,0,7.775,S
3,no,female,2.0,1,1,20.2125,S
3,no,male,18.0,1,1,20.2125,S
3,no,female,41.0,0,2,20.2125,S
3,yes,female,,0,0,8.05,S
3,no,male,50.0,0,0,8.05,S
3,no,male,16.0,0,0,8.05,S
3,yes,male,,0,0,7.75,Q
3,no,male,,0,0,24.15,Q
3,no,male,,0,0,7.2292,C
3,no,male,25.0,0,0,7.225,C
3,no,male,,0,0,7.225,C
3,no,male,,0,0,7.7292,Q
3,no,male,,0,0,7.575,S
3,no,male,38.5,0,0,7.25,S
3,no,male,,8,2,69.55,S
3,no,male,14.5,8,2,69.55,S
3,no,female,,8,2,69.55,S
3,no,female,,8,2,69.55,S
3,no,female,,8,2,69.55,S
3,no,female,,8,2,69.55,S
3,no,male,,8,2,69.55,S
3,no,male,,8,2,69.55,S
3,no,male,,8,2,69.55,S
3,no,male,,1,9,69.55,S
3,no,female,,1,9,69.55,S
3,no,male,24.0,0,0,9.325,S
3,yes,female,21.0,0,0,7.65,S
3,no,male,39.0,0,0,7.925,S
3,no,male,,2,0,21.6792,C
3,no,male,,2,0,21.6792,C
3,no,male,,2,0,21.6792,C
3,yes,female,1.0,1,1,16.7,S
3,yes,female,24.0,0,2,16.7,S
3,yes,female,4.0,1,1,16.7,S
3,yes,male,25.0,0,0,9.5,S
3,no,male,20.0,0,0,8.05,S
3,no,male,24.5,0,0,8.05,S
3,no,male,,0,0,7.725,Q
3,no,male,,0,0,7.8958,S
3,no,male,,0,0,7.75,Q
3,yes,male,29.0,0,0,9.5,S
3,no,male,,0,0,15.1,S
3,yes,female,,0,0,7.7792,Q
3,no,male,,0,0,8.05,S
3,no,male,,0,0,8.05,S
3,no,male,22.0,0,0,7.2292,C
3,no,male,,0,0,8.05,S
3,no,male,40.0,0,0,7.8958,S
3,no,male,21.0,0,0,7.925,S
3,yes,female,18.0,0,0,7.4958,S
3,no,male,4.0,3,2,27.9,S
3,no,male,10.0,3,2,27.9,S
3,no,female,9.0,3,2,27.9,S
3,no,female,2.0,3,2,27.9,S
3,no,male,40.0,1,4,27.9,S
3,no,female,45.0,1,4,27.9,S
3,no,male,,0,0,7.8958,S
3,no,male,,0,0,8.05,S
3,no,male,,0,0,8.6625,S
3,no,male,,0,0,7.75,Q
3,yes,female,,0,0,7.7333,Q
3,no,male,19.0,0,0,7.65,S
3,no,male,30.0,0,0,8.05,S
3,no,male,,0,0,8.05,S
3,no,male,32.0,0,0,8.05,S
3,no,male,,0,0,7.8958,S
3,no,male,33.0,0,0,8.6625,C
3,yes,female,23.0,0,0,7.55,S
3,no,male,21.0,0,0,8.05,S
3,no,male,60.5,0,0,,S
3,no,male,19.0,0,0,7.8958,S
3,no,female,22.0,0,0,9.8375,S
3,yes,male,31.0,0,0,7.925,S
3,no,male,27.0,0,0,8.6625,S
3,no,female,2.0,0,1,10.4625,S
3,no,female,29.0,1,1,10.4625,S
3,yes,male,16.0,0,0,8.05,S
3,yes,male,44.0,0,0,7.925,S
3,no,male,25.0,0,0,7.05,S
3,no,male,74.0,0,0,7.775,S
3,yes,male,14.0,0,0,9.225,S
3,no,male,24.0,0,0,7.7958,S
3,yes,male,25.0,0,0,7.7958,S
3,no,male,34.0,0,0,8.05,S
3,yes,male,0.4167,0,1,8.5167,C
3,no,male,,1,0,6.4375,C
3,no,male,,0,0,6.4375,C
3,no,male,,0,0,7.225,C
3,yes,female,16.0,1,1,8.5167,C
3,no,male,,0,0,8.05,S
3,no,male,,1,0,16.1,S
3,yes,female,,1,0,16.1,S
3,no,male,32.0,0,0,7.925,S
3,no,male,,0,0,7.75,Q
3,no,male,,0,0,7.8958,S
3,no,male,30.5,0,0,8.05,S
3,no,male,44.0,0,0,8.05,S
3,no,male,,0,0,7.2292,C
3,yes,male,25.0,0,0,0.0,S
3,no,male,,0,0,7.2292,C
3,yes,male,7.0,1,1,15.2458,C
3,yes,female,9.0,1,1,15.2458,C
3,yes,female,29.0,0,2,15.2458,C
3,no,male,36.0,0,0,7.8958,S
3,yes,female,18.0,0,0,9.8417,S
3,yes,female,63.0,0,0,9.5875,S
3,no,male,,1,1,14.5,S
3,no,male,11.5,1,1,14.5,S
3,no,male,40.5,0,2,14.5,S
3,no,female,10.0,0,2,24.15,S
3,no,male,36.0,1,1,24.15,S
3,no,female,30.0,1,1,24.15,S
3,no,male,,0,0,9.5,S
3,no,male,33.0,0,0,9.5,S
3,no,male,28.0,0,0,9.5,S
3,no,male,28.0,0,0,9.5,S
3,no,male,47.0,0,0,9.0,S
3,no,female,18.0,2,0,18.0,S
3,no,male,31.0,3,0,18.0,S
3,no,male,16.0,2,0,18.0,S
3,no,female,31.0,1,0,18.0,S
3,yes,male,22.0,0,0,7.225,C
3,no,male,20.0,0,0,7.8542,S
3,no,female,14.0,0,0,7.8542,S
3,no,male,22.0,0,0,7.8958,S
3,no,male,22.0,0,0,9.0,S
3,no,male,,0,0,8.05,S
3,no,male,,0,0,7.55,S
3,no,male,,0,0,8.05,S
3,no,male,32.5,0,0,9.5,S
3,yes,female,38.0,0,0,7.2292,C
3,no,male,51.0,0,0,7.75,S
3,no,male,18.0,1,0,6.4958,S
3,no,male,21.0,1,0,6.4958,S
3,yes,female,47.0,1,0,7.0,S
3,no,male,,0,0,8.7125,S
3,no,male,,0,0,7.55,S
3,no,male,,0,0,8.05,S
3,no,male,28.5,0,0,16.1,S
3,no,male,21.0,0,0,7.25,S
3,no,male,27.0,0,0,8.6625,S
3,no,male,,0,0,7.25,S
3,no,male,36.0,0,0,9.5,S
3,no,male,27.0,1,0,14.4542,C
3,yes,female,15.0,1,0,14.4542,C
3,no,male,45.5,0,0,7.225,C
3,no,male,,0,0,7.225,C
3,no,male,,0,0,14.4583,C
3,no,female,14.5,1,0,14.4542,C
3,no,female,,1,0,14.4542,C
3,no,male,26.5,0,0,7.225,C
3,no,male,27.0,0,0,7.225,C
3,no,male,29.0,0,0,7.875,S
